Expected Runtime(s),Num Processes,Universe Size,Insert Rate,Remove Rate,Search Rate,Pred Rate,Dynamic Set Type,Average Runtime(s),Start Time Variance(µs),End Time Variance(µs),Total Throughput,Throughput Per Second,Average Throughput,Average Throughput Per Second,Max Proc Throughput,Max Throughput Per Second,Max Exceeds Average by x%,Min Proc Throughput,Min Throughput Per Second,Min Below Average by x%,Total Preds,Average Preds,Min Preds,Max Preds,Total Searches,Average Searches,Min Searches,Max Searches,Total Inserts,Total Successful Inserts,Average Inserts,Average Successful Inserts,Min Inserts,Max Inserts,Min Successful Inserts,Max Successful Inserts,Total Removes,Total Successful Removes,Average Removes,Average Successful Removes,Min Removes,Max Removes,Min Successful Removes,Max Successful Removes
5,32,1048576,4,4,1,1,Jeremy's Trie,5.000162,3,295,14084900,2816888.7,440153.12,88027.773,443200,88637.128,0.69223069,435350,87067.179,1.0912396,1407953,43998.531,43428,44745,1409271,44039.719,43426,44642,5633983,2816623,176061.97,88019.469,174179,177527,87029,88787,5633693,2816767,176052.91,88023.969,173896,177630,86976,88737
5,32,1048576,4,4,1,1,Jeremy's Trie,5.000144,3,256,13985100,2796939.4,437034.38,87404.358,443400,88677.446,1.4565502,432850,86567.507,0.95744757,1399457,43733.031,43000,44604,1397377,43668.031,42843,44272,5597859,2797134,174933.09,87410.438,172971,178120,86339,89158,5590407,2797419,174700.22,87419.344,173269,176419,86780,88327
5,32,1048576,4,4,1,1,Jeremy's Trie,5.000179,3,293,14052500,2810399.4,439140.62,87824.981,443150,88626.827,0.9130048,432750,86546.902,1.4552571,1405520,43922.5,43035,44720,1402697,43834.281,42952,44309,5622784,2810568,175712,87830.25,173504,177226,86743,88644,5621499,2810450,175671.84,87826.562,173000,177257,86822,88693
5,32,1048576,4,4,1,1,Jeremy's Trie,5.000154,3,288,13938100,2787534.1,435565.62,87110.442,439350,87867.294,0.86884152,432100,86417.338,0.79566081,1393698,43553.062,42919,44142,1393654,43551.688,42726,44332,5575247,2789236,174226.47,87163.625,172597,175757,86348,88160,5575501,2789867,174234.41,87183.344,173022,176434,86502,87959
5,64,1048576,4,4,1,1,Jeremy's Trie,5.000242,5,479,13441300,2688129.9,210020.31,42002.03,215800,43157.911,2.751966,207900,41577.988,1.009575,1343702,20995.344,20450,21815,1344076,21001.188,20461,21444,5374331,2687816,83973.922,41997.125,82846,86336,41333,42933,5379191,2688259,84049.859,42004.047,83127,86205,41699,42852
5,64,1048576,4,4,1,1,Jeremy's Trie,5.000357,5,700,13487250,2697257.4,210738.28,42144.647,215650,43126.921,2.3307198,208200,41637.027,1.2044709,1347948,21061.688,20639,21565,1346468,21038.562,20572,21648,5395457,2696709,84304.016,42136.078,83223,85873,41544,42983,5397377,2697185,84334.016,42143.516,83320,86564,41732,43235
5,64,1048576,4,4,1,1,Jeremy's Trie,5.00044,4,775,13456250,2691013.2,210253.91,42047.081,214650,42926.222,2.09085,207400,41476.35,1.3573618,1346558,21039.969,20425,21526,1344795,21012.422,20614,21395,5385352,2691497,84146.125,42054.641,82925,86077,41363,43063,5379545,2691385,84055.391,42052.891,82815,85977,41574,43131
5,64,1048576,4,4,1,1,Jeremy's Trie,5.000253,5,478,13730850,2746031.1,214544.53,42906.735,222400,44477.749,3.6614631,211450,42287.86,1.4423725,1375117,21486.203,21083,22245,1372171,21440.172,21021,22271,5493653,2745605,85838.328,42900.078,84336,88965,42199,44481,5489909,2745526,85779.828,42898.844,84544,88919,42338,44248
5,64,1048576,4,4,1,1,Jeremy's Trie,5.000371,5,525,13483400,2696479.9,210678.12,42132.499,224800,44956.664,6.7030571,207350,41466.923,1.5797202,1347743,21058.484,20507,22450,1348186,21065.406,20505,22640,5392282,2695479,84254.406,42116.859,82578,90168,41241,44980,5395189,2696035,84299.828,42125.547,83040,89726,41485,44661
5,128,1048576,4,4,1,1,Jeremy's Trie,5.001398,8,2748,9563300,1912125.4,74713.281,14938.479,87450,17485.111,17.047463,70350,14066.067,5.8400343,957477,7480.2891,7059,8695,954033,7453.3828,6999,8789,3826106,1912370,29891.453,14940.391,28167,34982,13972,17597,3825684,1912281,29888.156,14939.695,28061,34984,14029,17448
5,128,1048576,4,4,1,1,Jeremy's Trie,5.000742,10,1478,9576400,1914995.8,74815.625,14960.905,88450,17687.375,18.223967,72050,14407.862,3.6965874,959180,7493.5938,7028,9038,958021,7484.5391,6960,8915,3829068,1914984,29914.594,14960.812,28747,35365,14319,17722,3830131,1914993,29922.898,14960.883,28774,35389,14436,17789
5,128,1048576,4,4,1,1,Jeremy's Trie,5.000714,8,1371,9636150,1926954.8,75282.422,15054.335,91200,18237.396,21.143818,72800,14557.921,3.2974788,963218,7525.1406,7141,9158,964323,7533.7734,7135,9131,3853295,1926952,30103.867,15054.312,28905,36541,14430,18206,3855314,1926790,30119.641,15053.047,29062,36629,14620,18391
